query_id,query,language,scenario,category,reason,domain,subdomain,intent,decision,duplicate_type,duplicate_group,merge_target,decision_reason,confidence
V094,business card,en,brand_business,business_card,任务 Brand/Business 场景正面示例词,brand_logo,print_collateral,reference images of business card design as part of a brand identity system (print_collateral),KEEP,NEAR_DUPLICATE,P047,,Category default: brand_business/business_card -> domain=brand_logo. Cross-language translation pair with V093; both kept (Curify serves zh and en).,HIGH
V095,产品盒,zh,brand_business,product_box,任务 Brand/Business 场景正面示例词,packaging,generic_packaging,reference images of product box design (generic_packaging),KEEP,NEAR_DUPLICATE,P048,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V096; both kept (Curify serves zh and en).,HIGH
V096,product box,en,brand_business,product_box,任务 Brand/Business 场景正面示例词,packaging,generic_packaging,reference images of product box design (generic_packaging),KEEP,NEAR_DUPLICATE,P048,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V095; both kept (Curify serves zh and en).,HIGH
V097,咖啡包装,zh,brand_business,package,任务 Brand/Business 场景正面示例词,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P049,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V098; both kept (Curify serves zh and en).,HIGH
V098,coffee package,en,brand_business,package,任务 Brand/Business 场景正面示例词,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P049,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V097; both kept (Curify serves zh and en).,HIGH
V099,餐厅菜单,zh,brand_business,menu,任务 Brand/Business 场景正面示例词,other_unmapped,restaurant_menu_design,"reference images of restaurant/cafe menu design (hospitality collateral, not core logo/brand-identity nor packaging nor ecommerce) (restaurant_menu_design)",KEEP,SEMANTIC_OVERLAP,SG_menu,,Category default: brand_business/menu -> domain=other_unmapped. Cross-language translation pair with V100; both kept (Curify serves zh and en).,HIGH
V100,restaurant menu,en,brand_business,menu,任务 Brand/Business 场景正面示例词,other_unmapped,restaurant_menu_design,"reference images of restaurant/cafe menu design (hospitality collateral, not core logo/brand-identity nor packaging nor ecommerce) (restaurant_menu_design)",KEEP,SEMANTIC_OVERLAP,SG_menu,,Category default: brand_business/menu -> domain=other_unmapped. Cross-language translation pair with V099; both kept (Curify serves zh and en).,HIGH
V101,香水瓶,zh,brand_business,bottle,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of bottle packaging design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P051,,Category default: brand_business/bottle -> domain=packaging. Cross-language translation pair with V102; both kept (Curify serves zh and en).,HIGH
V102,perfume bottle,en,brand_business,bottle,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of bottle packaging design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P051,,Category default: brand_business/bottle -> domain=packaging. Cross-language translation pair with V101; both kept (Curify serves zh and en).,HIGH
V103,香水盒,zh,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of product box design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P052,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V104; both kept (Curify serves zh and en).,HIGH
V104,perfume box,en,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of product box design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P052,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V103; both kept (Curify serves zh and en).,HIGH
V105,茶叶包装,zh,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P053,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V106; both kept (Curify serves zh and en).,HIGH
V106,tea package,en,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P053,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V105; both kept (Curify serves zh and en).,HIGH
V107,咖啡豆包装,zh,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P054,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V108; both kept (Curify serves zh and en).,HIGH
V108,coffee bean package,en,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P054,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V107; both kept (Curify serves zh and en).,HIGH
V109,巧克力礼盒,zh,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P055,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V110; both kept (Curify serves zh and en).,HIGH
V110,chocolate box,en,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P055,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V109; both kept (Curify serves zh and en).,HIGH
V111,护肤品包装,zh,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of product packaging design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P056,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V112; both kept (Curify serves zh and en).,HIGH
V112,skincare package,en,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of product packaging design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P056,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V111; both kept (Curify serves zh and en).,HIGH
V113,化妆品包装,zh,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of product packaging design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P057,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V114; both kept (Curify serves zh and en).,HIGH
V114,cosmetic package,en,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of product packaging design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P057,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V113; both kept (Curify serves zh and en).,HIGH
V115,酒标,zh,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,beverage_packaging_label,reference images of product label design (beverage_packaging_label),KEEP,NEAR_DUPLICATE,P058,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V116; both kept (Curify serves zh and en).,HIGH
V116,wine label,en,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,beverage_packaging_label,reference images of product label design (beverage_packaging_label),KEEP,NEAR_DUPLICATE,P058,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V115; both kept (Curify serves zh and en).,HIGH
V117,零食包装,zh,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P059,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V118; both kept (Curify serves zh and en).,HIGH
V118,snack package,en,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P059,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V117; both kept (Curify serves zh and en).,HIGH
V119,礼品盒,zh,brand_business,product_box,任务在歧义词说明中明确列出的正面示例（gift box）,packaging,gift_packaging,reference images of product box design (gift_packaging),KEEP,NEAR_DUPLICATE,P060,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V120; both kept (Curify serves zh and en).,HIGH
V120,gift box,en,brand_business,product_box,任务在歧义词说明中明确列出的正面示例（gift box）,packaging,gift_packaging,reference images of product box design (gift_packaging),KEEP,NEAR_DUPLICATE,P060,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V119; both kept (Curify serves zh and en).,HIGH
V121,购物袋,zh,brand_business,merch_item,具体品牌周边实物，视觉目标清晰,packaging,retail_bag_packaging,reference images of retail carrier-bag packaging (retail_bag_packaging),KEEP,NEAR_DUPLICATE,P061,,Category default: brand_business/merch_item -> domain=packaging. Cross-language translation pair with V122; both kept (Curify serves zh and en).,HIGH
V122,shopping bag,en,brand_business,merch_item,具体品牌周边实物，视觉目标清晰,packaging,retail_bag_packaging,reference images of retail carrier-bag packaging (retail_bag_packaging),KEEP,NEAR_DUPLICATE,P061,,Category default: brand_business/merch_item -> domain=packaging. Cross-language translation pair with V121; both kept (Curify serves zh and en).,HIGH
V123,产品标签,zh,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,product_label,reference images of product label design (product_label),KEEP,SEMANTIC_OVERLAP,SG_label,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V124; both kept (Curify serves zh and en).,HIGH
V124,product label,en,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,product_label,reference images of product label design (product_label),KEEP,SEMANTIC_OVERLAP,SG_label,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V123; both kept (Curify serves zh and en).,HIGH
V125,烘焙包装,zh,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P063,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V126; both kept (Curify serves zh and en).,HIGH
V126,bakery package,en,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P063,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V125; both kept (Curify serves zh and en).,HIGH
V127,咖啡馆菜单,zh,brand_business,menu,具体品牌资产实物，视觉目标清晰,other_unmapped,restaurant_menu_design,"reference images of restaurant/cafe menu design (hospitality collateral, not core logo/brand-identity nor packaging nor ecommerce) (restaurant_menu_design)",KEEP,SEMANTIC_OVERLAP,SG_menu,,Category default: brand_business/menu -> domain=other_unmapped. Cross-language translation pair with V128; both kept (Curify serves zh and en).,HIGH
V128,cafe menu,en,brand_business,menu,具体品牌资产实物，视觉目标清晰,other_unmapped,restaurant_menu_design,"reference images of restaurant/cafe menu design (hospitality collateral, not core logo/brand-identity nor packaging nor ecommerce) (restaurant_menu_design)",KEEP,SEMANTIC_OVERLAP,SG_menu,,Category default: brand_business/menu -> domain=other_unmapped. Cross-language translation pair with V127; both kept (Curify serves zh and en).,HIGH
V129,店招,zh,brand_business,signage,具体品牌资产实物，视觉目标清晰,brand_logo,signage,reference images of storefront/shop signage as physical brand identity (signage),KEEP,NEAR_DUPLICATE,SG_signage,,Category default: brand_business/signage -> domain=brand_logo. Cross-language translation pair with V130; both kept (Curify serves zh and en).,HIGH
V130,shop sign,en,brand_business,signage,具体品牌资产实物，视觉目标清晰,brand_logo,signage,reference images of storefront/shop signage as physical brand identity (signage),KEEP,NEAR_DUPLICATE,SG_signage,,Category default: brand_business/signage -> domain=brand_logo. Cross-language translation pair with V129; both kept (Curify serves zh and en).,HIGH
V131,门店招牌,zh,brand_business,signage,具体品牌资产实物，视觉目标清晰,brand_logo,signage,reference images of storefront/shop signage as physical brand identity (signage),MERGE,NEAR_DUPLICATE,SG_signage,V129,"门店招牌 (storefront sign) is semantically near-identical to 店招 (shop sign, V129) -- same real-world visual target (exterior signage), redundant as a separate query.",MEDIUM
V132,storefront sign,en,brand_business,signage,具体品牌资产实物，视觉目标清晰,brand_logo,signage,reference images of storefront/shop signage as physical brand identity (signage),MERGE,NEAR_DUPLICATE,SG_signage,V130,"'storefront sign' is near-identical to 'shop sign' (V130) -- same real-world visual target, redundant as a separate query.",MEDIUM
V133,产品吊牌,zh,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,hangtag,reference images of product label design (hangtag),KEEP,NEAR_DUPLICATE,P067,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V134; both kept (Curify serves zh and en).,HIGH
V134,product tag,en,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,hangtag,reference images of product label design (hangtag),KEEP,NEAR_DUPLICATE,P067,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V133; both kept (Curify serves zh and en).,HIGH
V135,价格标签,zh,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,hangtag,reference images of product label design (hangtag),KEEP,NEAR_DUPLICATE,P068,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V136; both kept (Curify serves zh and en).,HIGH
V136,price tag,en,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,hangtag,reference images of product label design (hangtag),KEEP,NEAR_DUPLICATE,P068,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V135; both kept (Curify serves zh and en).,HIGH
V137,服装吊牌,zh,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,hangtag,reference images of product label design (hangtag),KEEP,NEAR_DUPLICATE,P069,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V138; both kept (Curify serves zh and en).,HIGH
V138,clothing tag,en,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,hangtag,reference images of product label design (hangtag),KEEP,NEAR_DUPLICATE,P069,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V137; both kept (Curify serves zh and en).,HIGH
V139,首饰盒,zh,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,gift_packaging,reference images of product box design (gift_packaging),KEEP,NEAR_DUPLICATE,P070,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V140; both kept (Curify serves zh and en).,HIGH
V140,jewelry box,en,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,gift_packaging,reference images of product box design (gift_packaging),KEEP,NEAR_DUPLICATE,P070,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V139; both kept (Curify serves zh and en).,HIGH
V141,蜡烛标签,zh,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,home_goods_packaging_label,reference images of product label design (home_goods_packaging_label),KEEP,NEAR_DUPLICATE,P071,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V142; both kept (Curify serves zh and en).,HIGH
V142,candle label,en,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,home_goods_packaging_label,reference images of product label design (home_goods_packaging_label),KEEP,NEAR_DUPLICATE,P071,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V141; both kept (Curify serves zh and en).,HIGH
V143,香皂包装,zh,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of product packaging design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P072,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V144; both kept (Curify serves zh and en).,HIGH
V144,soap package,en,brand_business,package,具体品牌资产实物，视觉目标清晰,packaging,cosmetic_packaging,reference images of product packaging design (cosmetic_packaging),KEEP,NEAR_DUPLICATE,P072,,Category default: brand_business/package -> domain=packaging. Cross-language translation pair with V143; both kept (Curify serves zh and en).,HIGH
V145,茶叶罐,zh,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P073,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V146; both kept (Curify serves zh and en).,HIGH
V146,tea box,en,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P073,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V145; both kept (Curify serves zh and en).,HIGH
V147,咖啡杯,zh,brand_business,cup,任务在核心原则中明确列出的正面示例（coffee cup）,packaging,beverage_packaging,reference images of branded beverage cup/sleeve packaging (beverage_packaging),KEEP,NEAR_DUPLICATE,P074,,Category default: brand_business/cup -> domain=packaging. Cross-language translation pair with V148; both kept (Curify serves zh and en).,HIGH
V148,coffee cup,en,brand_business,cup,任务在核心原则中明确列出的正面示例（coffee cup）,packaging,beverage_packaging,reference images of branded beverage cup/sleeve packaging (beverage_packaging),KEEP,NEAR_DUPLICATE,P074,,Category default: brand_business/cup -> domain=packaging. Cross-language translation pair with V147; both kept (Curify serves zh and en).,HIGH
V149,咖啡杯套,zh,brand_business,cup,具体品牌周边实物，视觉目标清晰,packaging,beverage_packaging,reference images of branded beverage cup/sleeve packaging (beverage_packaging),KEEP,NEAR_DUPLICATE,P075,,Category default: brand_business/cup -> domain=packaging. Cross-language translation pair with V150; both kept (Curify serves zh and en).,HIGH
V150,coffee cup sleeve,en,brand_business,cup,具体品牌周边实物，视觉目标清晰,packaging,beverage_packaging,reference images of branded beverage cup/sleeve packaging (beverage_packaging),KEEP,NEAR_DUPLICATE,P075,,Category default: brand_business/cup -> domain=packaging. Cross-language translation pair with V149; both kept (Curify serves zh and en).,HIGH
V151,外卖餐盒,zh,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P076,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V152; both kept (Curify serves zh and en).,HIGH
V152,takeout box,en,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P076,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V151; both kept (Curify serves zh and en).,HIGH
V153,饮料瓶,zh,brand_business,bottle,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of bottle packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P077,,Category default: brand_business/bottle -> domain=packaging. Cross-language translation pair with V154; both kept (Curify serves zh and en).,HIGH
V154,drink bottle,en,brand_business,bottle,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of bottle packaging design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P077,,Category default: brand_business/bottle -> domain=packaging. Cross-language translation pair with V153; both kept (Curify serves zh and en).,HIGH
V155,水瓶标签,zh,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,beverage_packaging_label,reference images of product label design (beverage_packaging_label),KEEP,NEAR_DUPLICATE,P078,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V156; both kept (Curify serves zh and en).,HIGH
V156,water bottle label,en,brand_business,label,具体品牌资产实物，视觉目标清晰,packaging,beverage_packaging_label,reference images of product label design (beverage_packaging_label),KEEP,NEAR_DUPLICATE,P078,,Category default: brand_business/label -> domain=packaging. Cross-language translation pair with V155; both kept (Curify serves zh and en).,HIGH
V157,信封,zh,brand_business,stationery,具体品牌物料实物，视觉目标清晰,brand_logo,print_collateral,reference images of branded stationery (e.g. envelopes) as part of a brand identity system (print_collateral),KEEP,NEAR_DUPLICATE,P079,,Category default: brand_business/stationery -> domain=brand_logo. Cross-language translation pair with V158; both kept (Curify serves zh and en).,HIGH
V158,envelope,en,brand_business,stationery,具体品牌物料实物，视觉目标清晰,brand_logo,print_collateral,reference images of branded stationery (e.g. envelopes) as part of a brand identity system (print_collateral),KEEP,NEAR_DUPLICATE,P079,,Category default: brand_business/stationery -> domain=brand_logo. Cross-language translation pair with V157; both kept (Curify serves zh and en).,HIGH
V159,手提袋,zh,brand_business,merch_item,具体品牌周边实物，视觉目标清晰,packaging,retail_bag_packaging,reference images of retail carrier-bag packaging (retail_bag_packaging),KEEP,NEAR_DUPLICATE,P080,,Category default: brand_business/merch_item -> domain=packaging. Cross-language translation pair with V160; both kept (Curify serves zh and en).,HIGH
V160,paper bag,en,brand_business,merch_item,具体品牌周边实物，视觉目标清晰,packaging,retail_bag_packaging,reference images of retail carrier-bag packaging (retail_bag_packaging),KEEP,NEAR_DUPLICATE,P080,,Category default: brand_business/merch_item -> domain=packaging. Cross-language translation pair with V159; both kept (Curify serves zh and en).,HIGH
V161,蛋糕盒,zh,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P081,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V162; both kept (Curify serves zh and en).,HIGH
V162,cake box,en,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P081,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V161; both kept (Curify serves zh and en).,HIGH
V163,月饼礼盒,zh,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P082,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V164; both kept (Curify serves zh and en).,HIGH
V164,mooncake gift box,en,brand_business,product_box,具体品牌资产实物，视觉目标清晰,packaging,food_beverage_packaging,reference images of product box design (food_beverage_packaging),KEEP,NEAR_DUPLICATE,P082,,Category default: brand_business/product_box -> domain=packaging. Cross-language translation pair with V163; both kept (Curify serves zh and en).,HIGH
V165,横幅,zh,marketing_ecommerce,banner,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,generic_banner,reference images of online-store/marketing banner design (generic_banner),KEEP,NEAR_DUPLICATE,P083,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V166; both kept (Curify serves zh and en).,HIGH
V166,banner,en,marketing_ecommerce,banner,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,generic_banner,reference images of online-store/marketing banner design (generic_banner),KEEP,NEAR_DUPLICATE,P083,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V165; both kept (Curify serves zh and en).,HIGH
V167,传单,zh,marketing_ecommerce,flyer,任务 Marketing/Ecommerce 场景正面示例词,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P084,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V168; both kept (Curify serves zh and en).,HIGH
V168,flyer,en,marketing_ecommerce,flyer,任务 Marketing/Ecommerce 场景正面示例词,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P084,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V167; both kept (Curify serves zh and en).,HIGH
V169,画册,zh,marketing_ecommerce,catalog,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,product_catalog,reference images of product catalog design (product_catalog),KEEP,NEAR_DUPLICATE,P085,,Category default: marketing_ecommerce/catalog -> domain=ecommerce. Cross-language translation pair with V170; both kept (Curify serves zh and en).,HIGH
V170,catalog,en,marketing_ecommerce,catalog,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,product_catalog,reference images of product catalog design (product_catalog),KEEP,NEAR_DUPLICATE,P085,,Category default: marketing_ecommerce/catalog -> domain=ecommerce. Cross-language translation pair with V169; both kept (Curify serves zh and en).,HIGH
V171,促销横幅,zh,marketing_ecommerce,banner,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,promo_banner,reference images of online-store/marketing banner design (promo_banner),KEEP,NEAR_DUPLICATE,P086,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V172; both kept (Curify serves zh and en).,HIGH
V172,sale banner,en,marketing_ecommerce,banner,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,promo_banner,reference images of online-store/marketing banner design (promo_banner),KEEP,NEAR_DUPLICATE,P086,,Category default: marketing_ecommerce/banner -> domain=ecommerce. Cross-language translation pair with V171; both kept (Curify serves zh and en).,HIGH
V173,产品图,zh,marketing_ecommerce,product_photo,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,product_photography,reference images of ecommerce product photography (product_photography),KEEP,NEAR_DUPLICATE,P087,,Category default: marketing_ecommerce/product_photo -> domain=ecommerce. Cross-language translation pair with V174; both kept (Curify serves zh and en).,HIGH
V174,product photo,en,marketing_ecommerce,product_photo,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,product_photography,reference images of ecommerce product photography (product_photography),KEEP,NEAR_DUPLICATE,P087,,Category default: marketing_ecommerce/product_photo -> domain=ecommerce. Cross-language translation pair with V173; both kept (Curify serves zh and en).,HIGH
V175,促销活动,zh,marketing_ecommerce,promotion,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,campaign_generic,abstract promotional-campaign concept; unclear single visual target (campaign_generic),REVIEW,NEAR_DUPLICATE,P088,,"促销活动/'promotion' is an abstract campaign concept, not a single concrete visual target (violates the source bank's own 'clear visual target' inclusion rule) -- needs human judgment on whether to keep, narrow, or drop.",LOW
V176,promotion,en,marketing_ecommerce,promotion,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,campaign_generic,abstract promotional-campaign concept; unclear single visual target (campaign_generic),REVIEW,NEAR_DUPLICATE,P088,,"'promotion' is an abstract campaign concept, not a single concrete visual target -- needs human judgment on whether to keep, narrow, or drop.",LOW
V177,广告,zh,marketing_ecommerce,advertisement,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,digital_ad,reference images of advertisement design (digital_ad),REVIEW,NEAR_DUPLICATE,P089,,广告/'advertisement' alone is generic/ambiguous (could be any ad format across any medium) -- needs human judgment; contrast with the specific 'social media ad' (V213) which is fine as-is.,LOW
V178,advertisement,en,marketing_ecommerce,advertisement,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,digital_ad,reference images of advertisement design (digital_ad),REVIEW,NEAR_DUPLICATE,P089,,'advertisement' alone is generic/ambiguous across ad formats/media -- needs human judgment; contrast with specific 'social media ad' (V214).,LOW
V179,社交媒体帖子,zh,marketing_ecommerce,social_post,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,social_commerce_content,reference images of social/ecommerce content post design (social_commerce_content),KEEP,NEAR_DUPLICATE,P090,,Category default: marketing_ecommerce/social_post -> domain=ecommerce. Cross-language translation pair with V180; both kept (Curify serves zh and en).,HIGH
V180,social media post,en,marketing_ecommerce,social_post,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,social_commerce_content,reference images of social/ecommerce content post design (social_commerce_content),KEEP,NEAR_DUPLICATE,P090,,Category default: marketing_ecommerce/social_post -> domain=ecommerce. Cross-language translation pair with V179; both kept (Curify serves zh and en).,HIGH
V181,产品展示,zh,marketing_ecommerce,product_display,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,retail_display,reference images of product display design (retail_display),KEEP,NEAR_DUPLICATE,P091,,Category default: marketing_ecommerce/product_display -> domain=ecommerce. Cross-language translation pair with V182; both kept (Curify serves zh and en).,HIGH
V182,product display,en,marketing_ecommerce,product_display,任务 Marketing/Ecommerce 场景正面示例词,ecommerce,retail_display,reference images of product display design (retail_display),KEEP,NEAR_DUPLICATE,P091,,Category default: marketing_ecommerce/product_display -> domain=ecommerce. Cross-language translation pair with V181; both kept (Curify serves zh and en).,HIGH
V183,餐厅传单,zh,marketing_ecommerce,flyer,任务在核心原则中明确列出的正面示例（restaurant flyer）,other_unmapped,print_flyer_marketing,"reference images of print flyer design (offline marketing collateral, not core ecommerce) (print_flyer_marketing)",KEEP,NEAR_DUPLICATE,P092,,Category default: marketing_ecommerce/flyer -> domain=other_unmapped. Cross-language translation pair with V184; both kept (Curify serves zh and en).,HIGH
