Page,Clicks,Impressions,CTR,Position
https://www.curify-ai.com/en/nano-template/flowing-journey-infographic?journey_theme=career+journey,0,5,0.00%,8.2
https://www.curify-ai.com/en/nano-template/food-product-packaging-design/example/template-food-product-packaging-design-organic-rolled-oats,0,1,0.00%,9.0
https://www.curify-ai.com/en/nano-template/food/example/template-food-beef-wellington,0,2,0.00%,15.0
https://www.curify-ai.com/en/nano-template/food/example/template-food-bun-cha,0,1,0.00%,5.0
https://www.curify-ai.com/en/nano-template/football-team-all-time-lineup-poster?team_info=Brazil+2002+Pentacampe%C3%A3o+XI+%E2%80%94+Marcos+%28GK%29%2C+Cafu%2C+L%C3%BAcio%2C+Roque+J%C3%BAnior%2C+Roberto+Carlos%2C+Gilberto+Silva%2C+Kl%C3%A9berson%2C+Ronaldinho%2C+Rivaldo%2C+Ronaldo+Naz%C3%A1rio%2C+Edm%C3%ADlson+%E2%80%94+4-3-3+attacking+formation%2C+Brazil%27s+5th+World+Cup+title+in+Yokohama+Japan-Korea+final,0,4,0.00%,8.3
https://www.curify-ai.com/en/nano-template/fruit/example/template-fruit-raspberry,0,1,0.00%,5.0
https://www.curify-ai.com/en/nano-template/generation-comparison-infographic/example/template-generation-comparison-infographic-music-genre-eras,0,3,0.00%,28.3
https://www.curify-ai.com/en/nano-template/generation-comparison-infographic?topic=Generations+of+Gaming+Consoles,0,1,0.00%,25.0
https://www.curify-ai.com/en/nano-template/health-tips-six-method-cartoon-poster?health_topic_info=brain+care+abstract+illustration,0,3,0.00%,4.0
https://www.curify-ai.com/en/nano-template/herbal/example/template-herbal-ophiopogon,0,1,0.00%,3.0
https://www.curify-ai.com/en/nano-template/historical-evolution-timeline-infographic?topic=romance+culture,0,3,0.00%,8.3
https://www.curify-ai.com/en/nano-template/historical-figure-profile-infographic?topic=famous+painters,0,21,0.00%,6.8
https://www.curify-ai.com/en/nano-template/home-lifestyle-guide-infographic?guide_topic=fitness+routine,0,3,0.00%,6.7
https://www.curify-ai.com/en/nano-template/hotspot-card/example/template-hotspot-card-Indian-anned-Space-1,0,2,0.00%,7.5
https://www.curify-ai.com/en/nano-template/ip-character-design-specification-sheet?ip_info=bear,0,4,0.00%,25.5
https://www.curify-ai.com/en/nano-template/ip-creative-cultural-goods-mockup-set?ip_info=blessing+dragon,0,1,0.00%,27.0
https://www.curify-ai.com/en/nano-template/kawaii-cartoon-ip-profile-grid-infographic?ip_character_theme=chiikawa+korean+intro,0,3,0.00%,30.3
https://www.curify-ai.com/en/nano-template/kid-friendly-grid-fun-fact-infographic?fun_fact_topic=animal+facts,0,2,0.00%,7.5
https://www.curify-ai.com/en/nano-template/kids-opposite-concept-education?topic=comparison+concepts,0,5,0.00%,9.6
https://www.curify-ai.com/en/nano-template/kids-theme-fill-in-worksheet?topic=best+friend,0,8,0.00%,14.3
https://www.curify-ai.com/en/nano-template/lifestyle-photo-grid/example/template-lifestyle-photo-grid-wedding-day-ceremony,0,4,0.00%,28.0
https://www.curify-ai.com/en/nano-template/lifestyle-photo-grid?theme=autumn+park,0,1,0.00%,11.0
https://www.curify-ai.com/en/nano-template/lifestyle-watercolor-infographic,0,2,0.00%,3.5
https://www.curify-ai.com/en/nano-template/manga-artist-infographic-poster?creator_name=akira+toriyama,0,16,0.00%,5.6
https://www.curify-ai.com/en/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-chuckmcgill,0,1,0.00%,13.0
https://www.curify-ai.com/en/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-lalo-salamanca,0,1,0.00%,11.0
https://www.curify-ai.com/en/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-mike-ehrmantraut,0,1,0.00%,10.0
https://www.curify-ai.com/en/nano-template/mbti-comparison-infographic?topic=Problem+Solving+Styles,0,13,0.00%,7.5
https://www.curify-ai.com/en/nano-template/mbti-contrast/example/template-mbti-contrast-gym,0,4,0.00%,19.5
https://www.curify-ai.com/en/nano-template/mbti-contrast/example/template-mbti-contrast-love-ISFJ-vs-ENTP-gift-giving,0,6,0.00%,15.3
https://www.curify-ai.com/en/nano-template/mbti-contrast/example/template-mbti-contrast-love-ISTJ-vs-ESFP-after-fight,0,7,0.00%,12.9
https://www.curify-ai.com/en/nano-template/mbti-generic/example/template-mbti-generic-employee-estp,0,1,0.00%,21.0
https://www.curify-ai.com/en/nano-template/mbti-ghibli/example/template-mbti-ghibli-catbus,0,1,0.00%,6.0
https://www.curify-ai.com/en/nano-template/mbti-ghibli/example/template-mbti-ghibli-kaonashi,0,1,0.00%,6.0
https://www.curify-ai.com/en/nano-template/mbti-ghibli?character_name=Ashitaka,0,1,0.00%,50.0
https://www.curify-ai.com/en/nano-template/mbti-group-comparison-infographic?topic=Group+Chat+Dynamics,0,2,0.00%,22.5
https://www.curify-ai.com/en/nano-template/mbti-in-love-infographic?mbti_type=entj,0,13,0.00%,7.6
https://www.curify-ai.com/en/nano-template/mbti-marvel/example/template-mbti-marvel-a-bomb,0,1,0.00%,28.0
https://www.curify-ai.com/en/nano-template/mbti-marvel/example/template-mbti-marvel-joker,0,4,0.00%,8.8
https://www.curify-ai.com/en/nano-template/mbti-marvel/example/template-mbti-marvel-kingo,0,1,0.00%,1.0
https://www.curify-ai.com/en/nano-template/mbti-marvel/example/template-mbti-marvel-marvel-gamora,0,2,0.00%,10.5
https://www.curify-ai.com/en/nano-template/mbti-marvel/example/template-mbti-marvel-marvel-rocketraccoon,0,1,0.00%,16.0
https://www.curify-ai.com/en/nano-template/mbti-nba/example/template-mbti-nba-kareem-abdul-jabbar,0,4,0.00%,26.0
https://www.curify-ai.com/en/nano-template/mbti-nba/example/template-mbti-nba-kobebryant,0,5,0.00%,4.0
https://www.curify-ai.com/en/nano-template/mbti-nba/example/template-mbti-nba-michaeljordan,0,1,0.00%,8.0
https://www.curify-ai.com/en/nano-template/mbti-stereotype-vs-reality-infographic/carousel/template-mbti-stereotype-vs-reality-infographic-estp?media=image,0,1,0.00%,7.0
https://www.curify-ai.com/en/nano-template/mbti-yellowstone/carousel/template-mbti-yellowstone-ripwheeler?media=image,0,4,0.00%,8.5
https://www.curify-ai.com/en/nano-template/mbti-yellowstone/example/template-mbti-yellowstone-bethdutton,0,2,0.00%,2.0
https://www.curify-ai.com/en/nano-template/movie-poster/example/template-movie-poster-leon-the-professional,0,3,0.00%,8.7
https://www.curify-ai.com/en/nano-template/movie-poster/example/template-movie-poster-the-shawshank-redemption,0,5,0.00%,21.2
https://www.curify-ai.com/en/nano-template/music-style-visual-infographic?music_style=blues+soul,0,10,0.00%,7.3
https://www.curify-ai.com/en/nano-template/native-english-expressions/carousel/template-native-english-expressions-abbreviations-greetings?media=image,0,1,0.00%,1.0
https://www.curify-ai.com/en/nano-template/nature-ecology-double-page-book-spread-infographic?ecology_topic_info=mountain+ecosystem,0,1,0.00%,6.0
https://www.curify-ai.com/en/nano-template/personal-fashion-outfit-style-variations,0,5,0.00%,7.2
https://www.curify-ai.com/en/nano-template/phonics-consonant-blend/example/template-phonics-consonant-blend-oi,0,3,0.00%,25.3
https://www.curify-ai.com/en/nano-template/player-vintage-stats-card-poster?topic=Lionel+Messi+%E2%80%94+Argentina+national+team+%E2%80%94+career+stats%2C+World+Cup+honours%2C+Ballon+d%27Or+record,0,17,0.00%,11.3
https://www.curify-ai.com/en/nano-template/poetry-ink-wash-illustration?poem_content=mountain+walk,0,6,0.00%,6.3
https://www.curify-ai.com/en/nano-template/poetry-ink-wash-illustration?poem_content=spring+morning,0,3,0.00%,17.7
https://www.curify-ai.com/en/nano-template/pro-athlete-stat-infographic-poster?athlete_info=michael+phelps+swimming,0,5,0.00%,2.6
https://www.curify-ai.com/en/nano-template/product-theme-promotional-poster,0,2,0.00%,6.0
https://www.curify-ai.com/en/nano-template/relationship-advice-infographic,0,4,0.00%,10.8
https://www.curify-ai.com/en/nano-template/series-infographic/example/template-series-infographic-problem-solvers-02,0,1,0.00%,6.0
https://www.curify-ai.com/en/nano-template/slang-week-recap-infographic?topic=bet+drip+stan+clapped+rent+free+main+character,0,7,0.00%,12.3
https://www.curify-ai.com/en/nano-template/soccer-star-comic-retro-poster-card?player_name=cristiano+ronaldo+portugal,0,5,0.00%,22.4
https://www.curify-ai.com/en/nano-template/sport-rules-handdrawn-infographic?sport_info=badminton,0,1,0.00%,6.0
https://www.curify-ai.com/en/nano-template/sports-battle/example/template-sports-battle-Hamilton-vs-Schumacher,0,1,0.00%,12.0
https://www.curify-ai.com/en/nano-template/sports-court-shot-trajectory-analysis-infographic?sport_analysis_topic=basketball+shot+chart,0,3,0.00%,8.3
https://www.curify-ai.com/en/nano-template/sports-iconic-event-analysis-poster?event_info=hand+of+god+controversial+moment,0,4,0.00%,8.0
https://www.curify-ai.com/en/nano-template/sports-team-mbti-character-card-poster?team_mbti_info=Brazil+National+Football+Team+%E2%80%94+ESFP+%28The+Entertainer%29+%E2%80%94+flair%2C+samba+style%2C+joyous+attacking+football,0,4,0.00%,23.0
https://www.curify-ai.com/en/nano-template/template-solar-term/example/template-solar-term-qingming,0,1,0.00%,47.0
https://www.curify-ai.com/en/nano-template/template-word-scene/example/template-word-scene-zh-military-base%201,0,1,0.00%,8.0
https://www.curify-ai.com/en/nano-template/theme-color-palette-card?color_theme_info=beach+starfish+anime,0,3,0.00%,9.7
https://www.curify-ai.com/en/nano-template/theme-overview-poster?theme=Traditional+Costumes+of+China%27s+Ethnic+Groups,0,1,0.00%,28.0
https://www.curify-ai.com/en/nano-template/top10-visual-guide-infographic/example/template-top10-visual-guide-infographic-travel-destinations,0,1,0.00%,5.0
https://www.curify-ai.com/en/nano-template/tourist-spot-watercolor-map-infographic?topic=central+park,0,7,0.00%,14.0
https://www.curify-ai.com/en/nano-template/travel/example/template-travel-hongkong,0,12,0.00%,6.2
https://www.curify-ai.com/en/nano-template/universal-event-split-schedule-flyer-poster?tournament_info=fifa+world+cup+2026+opening+ceremony,0,19,0.00%,9.9
https://www.curify-ai.com/en/nano-template/vintage-stamp-collection-illustration?collection_title=forest+botanicals,0,1,0.00%,16.0
https://www.curify-ai.com/en/nano-template/vintage-travel-scrapbook-poster?destination=langkawi,0,2,0.00%,7.0
https://www.curify-ai.com/en/nano-template/vocabulary/example/template-vocabulary-banana-ripeness,0,1,0.00%,6.0
https://www.curify-ai.com/en/nano-template/watercolor-theme-collage-illustration/example/template-watercolor-theme-collage-illustration-winter-snacks,0,1,0.00%,1.0
https://www.curify-ai.com/en/nano-template/watercolor-travel-journal-collage/example/template-watercolor-travel-journal-collage-island-vacation,0,2,0.00%,14.0
https://www.curify-ai.com/en/nano-template/watercolor-travel-journal-collage?expedition_theme=coastal+vibe,0,1,0.00%,9.0
https://www.curify-ai.com/en/nano-template/weather/example/template-weather-foster-city,0,2,0.00%,4.5
https://www.curify-ai.com/en/nano-template/what-if-history/example/template-what-if-history-Taiwan-Strait-Closure-2027,0,3,0.00%,10.7
https://www.curify-ai.com/en/nano-template/yellow-themed-illustrated-timeline-infographic?topic=architecture+history,0,4,0.00%,23.0
https://www.curify-ai.com/es/about,0,1,0.00%,4.0
https://www.curify-ai.com/es/blog/10-prompting-tips-video-generation,0,9,0.00%,11.2
https://www.curify-ai.com/es/blog/ae-vs-comfyui,0,23,0.00%,11.0
https://www.curify-ai.com/es/blog/ai-content-factory-for-agencies,0,4,0.00%,7.5
https://www.curify-ai.com/es/blog/ai-engineering-hard-truth,0,20,0.00%,6.8
https://www.curify-ai.com/es/blog/ai-reshaping-data-workflow,0,8,0.00%,8.1
https://www.curify-ai.com/es/blog/ai-video-dubbing-tutorial,0,1,0.00%,9.0
https://www.curify-ai.com/es/blog/brazil-argentina-soccer-poster-prompts,0,5,0.00%,6.4
https://www.curify-ai.com/es/blog/character-prompt-generator,0,11,0.00%,15.3
https://www.curify-ai.com/es/blog/chinese-herbal-medicine-visual-guide,0,3,0.00%,8.3
https://www.curify-ai.com/es/blog/content-tagging-system,0,3,0.00%,5.3
https://www.curify-ai.com/es/blog/curify-webflow-programmatic-seo-integration,0,3,0.00%,10.3
https://www.curify-ai.com/es/blog/f5-tts-voice-cloning,0,6,0.00%,11.2
https://www.curify-ai.com/es/blog/image-generation-model-comparison,0,11,0.00%,8.0
https://www.curify-ai.com/es/blog/image-to-narrative-video,0,4,0.00%,14.3
https://www.curify-ai.com/es/blog/lip-sync-business-guide,0,2,0.00%,10.0
https://www.curify-ai.com/es/blog/lip-sync-technical-deep-dive,0,39,0.00%,11.2
https://www.curify-ai.com/es/blog/mbti-character-generator,0,3,0.00%,6.3
https://www.curify-ai.com/es/blog/mbti-relationship-style-visualizer,0,3,0.00%,3.7
https://www.curify-ai.com/es/blog/ml-engineer-vs-ai-engineer,0,8,0.00%,7.1
https://www.curify-ai.com/es/blog/portugal-soccer-poster-prompts,0,31,0.00%,7.0
https://www.curify-ai.com/es/blog/preserve-facial-features-ai-generation,0,25,0.00%,7.3
https://www.curify-ai.com/es/blog/red-carpet-ai-looks,0,4,0.00%,4.3
https://www.curify-ai.com/es/blog/series-infographic-vs-notebooklm,0,8,0.00%,7.0
https://www.curify-ai.com/es/blog/translate-youtube-video,0,8,0.00%,14.0
https://www.curify-ai.com/es/blog/translate-youtube-video-to-english,0,3,0.00%,7.3
https://www.curify-ai.com/es/blog/ugc-video-translation-scaling-tiktoks-shorts-global-markets,0,2,0.00%,1.0
https://www.curify-ai.com/es/blog/video-evaluation,0,2,0.00%,3.0
https://www.curify-ai.com/es/blog/video-transcription-business-guide,0,5,0.00%,13.4
https://www.curify-ai.com/es/blog/video-transcription-technical-deep-dive,0,9,0.00%,7.8
https://www.curify-ai.com/es/blog/visual-learning-tools,0,6,0.00%,12.2
https://www.curify-ai.com/es/blog/voice-cloning-tools,0,15,0.00%,7.5
https://www.curify-ai.com/es/blog/what-is-voice-cloning,0,41,0.00%,9.8
https://www.curify-ai.com/es/nano-banana-pro-prompts/1018,0,1,0.00%,4.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/1082,0,1,0.00%,28.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/1087,0,1,0.00%,4.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/11,0,3,0.00%,7.3
https://www.curify-ai.com/es/nano-banana-pro-prompts/1190,0,1,0.00%,4.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/1331,0,3,0.00%,8.3
https://www.curify-ai.com/es/nano-banana-pro-prompts/1412,0,3,0.00%,7.3
https://www.curify-ai.com/es/nano-banana-pro-prompts/1650,0,1,0.00%,7.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/1745,0,1,0.00%,1.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/1788,0,1,0.00%,9.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/1953,0,1,0.00%,2.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/2030,0,2,0.00%,33.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/2041,0,2,0.00%,8.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/231,0,2,0.00%,6.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/2410,0,1,0.00%,10.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/2733,0,1,0.00%,39.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/2763,0,1,0.00%,11.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/2804,0,1,0.00%,2.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/2819,0,2,0.00%,9.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/2848,0,2,0.00%,6.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/2965,0,1,0.00%,8.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/2968,0,2,0.00%,6.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/2987,0,2,0.00%,9.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/3020,0,1,0.00%,12.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/3039,0,1,0.00%,7.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/3239,0,4,0.00%,9.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/3348,0,2,0.00%,10.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/3405,0,2,0.00%,6.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/3463,0,2,0.00%,6.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/3472,0,11,0.00%,6.9
https://www.curify-ai.com/es/nano-banana-pro-prompts/3521,0,2,0.00%,45.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/3801,0,1,0.00%,10.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/3829,0,1,0.00%,27.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/3857,0,2,0.00%,8.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/404,0,3,0.00%,5.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/4127,0,3,0.00%,5.3
https://www.curify-ai.com/es/nano-banana-pro-prompts/4170,0,1,0.00%,6.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/4174,0,1,0.00%,6.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/4186,0,1,0.00%,5.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/4204,0,1,0.00%,11.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/4236,0,2,0.00%,11.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/4239,0,1,0.00%,1.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/4294,0,2,0.00%,16.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/444,0,1,0.00%,3.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/611,0,1,0.00%,12.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/636,0,1,0.00%,10.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/653,0,3,0.00%,31.3
https://www.curify-ai.com/es/nano-banana-pro-prompts/742,0,4,0.00%,4.3
https://www.curify-ai.com/es/nano-banana-pro-prompts/792,0,1,0.00%,8.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/908,0,1,0.00%,5.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/Storytelling,0,2,0.00%,3.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/abstract,0,1,0.00%,9.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/anime,0,1,0.00%,48.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/captivating,0,1,0.00%,21.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/chic,0,2,0.00%,9.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/christmas,0,1,0.00%,10.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/east%20asian,0,2,0.00%,2.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/ethereal,0,1,0.00%,8.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/festive,0,2,0.00%,4.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/food,0,1,0.00%,2.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/futuristic,0,1,0.00%,19.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/high%20fashion,0,2,0.00%,9.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/luxurious,0,2,0.00%,8.0
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/minimalist,0,5,0.00%,8.2
https://www.curify-ai.com/es/nano-banana-pro-prompts/tag/playful,0,1,0.00%,19.0
https://www.curify-ai.com/es/nano-template/CVC-english-word-coloring-flower-card/example/template-CVC-english-word-coloring-flower-card-at,0,1,0.00%,7.0
https://www.curify-ai.com/es/nano-template/animation-studio-comparison-infographic/example/template-animation-studio-comparison-infographic-kyotoani-vs-ufotable-2,0,2,0.00%,8.0
https://www.curify-ai.com/es/nano-template/artist-biography-infographic/example/template-artist-biography-infographic-andy-warhol,0,22,0.00%,7.1
https://www.curify-ai.com/es/nano-template/artist-biography-infographic/example/template-artist-biography-infographic-claude-monet,0,7,0.00%,9.0
https://www.curify-ai.com/es/nano-template/celebrity-movie-group-poster/example/template-celebrity-movie-group-poster-england-2026-world-cup-squad,0,4,0.00%,5.0
https://www.curify-ai.com/es/nano-template/celebrity-movie-group-poster/example/template-celebrity-movie-group-poster-france-2026-world-cup-squad,0,5,0.00%,4.4
https://www.curify-ai.com/es/nano-template/celebrity-movie-group-poster/example/template-celebrity-movie-group-poster-japan-2026-world-cup-squad,0,11,0.00%,8.6
https://www.curify-ai.com/es/nano-template/celebrity-movie-group-poster/example/template-celebrity-movie-group-poster-mexico-2026-world-cup-squad,0,4,0.00%,9.5
https://www.curify-ai.com/es/nano-template/celebrity-movie-group-poster/example/template-celebrity-movie-group-poster-morocco-2026-world-cup-squad,0,2,0.00%,5.0
https://www.curify-ai.com/es/nano-template/celebrity-movie-group-poster/example/template-celebrity-movie-group-poster-portugal-2026-world-cup-squad,0,28,0.00%,6.5
https://www.curify-ai.com/es/nano-template/character-analysis,0,3,0.00%,7.0
https://www.curify-ai.com/es/nano-template/character-analysis/example/template-character-analysis-bai-suzhen,0,1,0.00%,6.0
https://www.curify-ai.com/es/nano-template/character-analysis/example/template-character-analysis-sun-wukong,0,1,0.00%,2.0
https://www.curify-ai.com/es/nano-template/character/carousel/template-character-detective-conan-shinichi-kudo,0,1,0.00%,6.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-academic-three-kingdoms%203,0,1,0.00%,5.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-baiqi,0,1,0.00%,4.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-crayon-shinchan-shinnosuke-nohara,0,4,0.00%,5.3
https://www.curify-ai.com/es/nano-template/character/example/template-character-detective-conan-shinichi-kudo,0,5,0.00%,7.6
https://www.curify-ai.com/es/nano-template/character/example/template-character-direnjie,0,1,0.00%,5.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-hanxin,0,2,0.00%,13.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-inuyasha,0,2,0.00%,11.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-libai,0,1,0.00%,7.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-liqingzhao,0,2,0.00%,2.5
https://www.curify-ai.com/es/nano-template/character/example/template-character-monkey-d-luffy,0,5,0.00%,2.6
https://www.curify-ai.com/es/nano-template/character/example/template-character-naruto-uzumaki,0,11,0.00%,6.5
https://www.curify-ai.com/es/nano-template/character/example/template-character-sakura-haruno,0,3,0.00%,31.3
https://www.curify-ai.com/es/nano-template/character/example/template-character-slam-dunk-hanamichi-sakuragi,0,2,0.00%,11.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-spirited-away-chihiro,0,1,0.00%,7.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-sushi,0,1,0.00%,11.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-twelve-beauties-jinling,0,2,0.00%,10.5
https://www.curify-ai.com/es/nano-template/character/example/template-character-twelve-beauties-jinling%202,0,2,0.00%,12.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-weiqing,0,1,0.00%,10.0
https://www.curify-ai.com/es/nano-template/character/example/template-character-zhaokuo,0,6,0.00%,52.2
https://www.curify-ai.com/es/nano-template/character/example/template-character-zhugeliang,0,1,0.00%,3.0
https://www.curify-ai.com/es/nano-template/child-hobby-skill,0,2,0.00%,10.0
https://www.curify-ai.com/es/nano-template/chinese-classic-character-mbti/example/template-chinese-classic-character-mbti-guo-jia,0,2,0.00%,6.5
https://www.curify-ai.com/es/nano-template/chinese-classic-character-mbti/example/template-chinese-classic-character-mbti-jia-baoyu,0,1,0.00%,10.0
https://www.curify-ai.com/es/nano-template/chinese-classic-character-mbti/example/template-chinese-classic-character-mbti-jia-zheng,0,1,0.00%,10.0
https://www.curify-ai.com/es/nano-template/chinese-classic-character-mbti/example/template-chinese-classic-character-mbti-sima-yi,0,5,0.00%,4.6
https://www.curify-ai.com/es/nano-template/city-miniature/example/template-city-miniature-shanghai,0,3,0.00%,7.7
https://www.curify-ai.com/es/nano-template/custom-character-card,0,2,0.00%,6.0
https://www.curify-ai.com/es/nano-template/custom-character-card/example/template-custom-character-card-infj-ethereal-healer-female,0,1,0.00%,7.0
https://www.curify-ai.com/es/nano-template/custom-character-card/example/template-custom-character-card-intj-solitary-strategist-male,0,1,0.00%,4.0
https://www.curify-ai.com/es/nano-template/detective-conan,0,1,0.00%,6.0
https://www.curify-ai.com/es/nano-template/dog-breed-retro-infographic,0,2,0.00%,8.0
https://www.curify-ai.com/es/nano-template/education-card/example/template-education-newtons-laws,0,2,0.00%,7.0
https://www.curify-ai.com/es/nano-template/evolution-timeline-infographic/example/template-evolution-timeline-infographic-bicycles,0,1,0.00%,4.0
https://www.curify-ai.com/es/nano-template/evolution-timeline-infographic/example/template-evolution-timeline-infographic-evolution-of-cars,0,7,0.00%,6.0
https://www.curify-ai.com/es/nano-template/evolution-timeline-infographic/example/template-evolution-timeline-infographic-spain-world-cup-evolution,0,4,0.00%,7.5
https://www.curify-ai.com/es/nano-template/evolution/example/template-evolution-british-industrial-revolution,0,1,0.00%,10.0
https://www.curify-ai.com/es/nano-template/evolution/example/template-evolution-currency-forms,0,1,0.00%,39.0
https://www.curify-ai.com/es/nano-template/figure-principles-infographic/example/template-figure-principles-infographic-freud,0,2,0.00%,9.5
https://www.curify-ai.com/es/nano-template/figure-principles-infographic/example/template-figure-principles-infographic-jane-austen,0,7,0.00%,6.4
https://www.curify-ai.com/es/nano-template/figure-principles-infographic/example/template-figure-principles-infographic-leonardo-da-vinci,0,3,0.00%,9.0
https://www.curify-ai.com/es/nano-template/figure-principles-infographic/example/template-figure-principles-infographic-marie-curie,0,12,0.00%,4.2
https://www.curify-ai.com/es/nano-template/figure-principles-infographic/example/template-figure-principles-infographic-mozart,0,38,0.00%,5.4
https://www.curify-ai.com/es/nano-template/figure-principles-infographic/example/template-figure-principles-infographic-picasso,0,5,0.00%,9.0
https://www.curify-ai.com/es/nano-template/figure-principles-infographic/example/template-figure-principles-infographic-steve-jobs,0,1,0.00%,9.0
https://www.curify-ai.com/es/nano-template/figure-principles-infographic/example/template-figure-principles-infographic-sun-tzu,0,3,0.00%,8.7
https://www.curify-ai.com/es/nano-template/friends-character-mbti/example/template-friends-character-mbti-chandler-bing,0,3,0.00%,6.3
https://www.curify-ai.com/es/nano-template/friends-character-mbti/example/template-friends-character-mbti-monica-geller,0,1,0.00%,6.0
https://www.curify-ai.com/es/nano-template/fruit,0,2,0.00%,10.0
https://www.curify-ai.com/es/nano-template/gardening-how-to-infographic/example/template-gardening-how-to-infographic-carrots,0,1,0.00%,8.0
https://www.curify-ai.com/es/nano-template/gardening-how-to-infographic/example/template-gardening-how-to-infographic-lettuce,0,1,0.00%,11.0
https://www.curify-ai.com/es/nano-template/herbal/example/template-herbal-ginseng,0,1,0.00%,1.0
https://www.curify-ai.com/es/nano-template/herbal/example/template-herbal-notoginseng,0,1,0.00%,6.0
https://www.curify-ai.com/es/nano-template/history-timeline-infographic/example/template-history-timeline-infographic-apple-inc,0,3,0.00%,8.3
https://www.curify-ai.com/es/nano-template/mbti-breakingbad/example/template-mbti-breakingbad-hank-schrader,0,2,0.00%,9.5
https://www.curify-ai.com/es/nano-template/mbti-generic/example/template-mbti-generic-Basketball-Kobe-Bryant-Stephen-Curry-Kevin-Durant-Tim-Duncan,0,25,0.00%,8.6
https://www.curify-ai.com/es/nano-template/mbti-generic/example/template-mbti-generic-Basketball-Michael-Jordan-LeBron-James-Kawhi-Leonard-Shaquille-ONeal,0,18,0.00%,5.8
https://www.curify-ai.com/es/nano-template/mbti-generic/example/template-mbti-generic-Football-Striker-Forward-Winger-Midfielder,0,6,0.00%,3.7
